Estado,Ano,Mês,Precipitação Total (mm),Pressão atmosférica média (mB),Radiação global média (Kj/m²),Temperatura média do ar (°C),Temperatura máxima (°C),Temperatura mínima (°C),Umidade relativa média (%),Velocidade média do vento (m/s)
PR,2010,3,3145.2,946.2546685102976,1318.8892694063927,22.96194600101885,36.9,8.6,76.54142034548944,1.7507205240174673
PR,2010,4,2481.0,948.1104633323105,1166.0139043381535,20.38519169085077,35.3,3.8,75.86180807534934,1.8803726897815793
PR,2010,5,1361.6,947.0824742268042,944.0256956058994,16.676808058550407,32.8,2.5,81.79751318171087,1.8315023215550486
PR,2010,6,586.6,949.8036501150937,1025.133070478068,16.458451167379152,32.5,-1.1,75.78023513935706,2.0338375534363693
PR,2010,7,967.4,948.304875,936.277994157741,16.78858333333333,32.9,-5.7,74.79,2.272108333333333
PR,2010,8,313.8,949.1245614035088,1205.5334887334886,17.14062831497348,37.8,-2.5,65.21573749081708,2.3333333333333335
PR,2010,9,1378.6,946.5889936305733,1130.901661838695,19.614692144373674,39.2,3.9,68.46691020304138,2.483147880744075
PR,2010,10,2930.0,947.985224543271,1338.2623682579044,19.32629740155761,37.4,3.9,72.30176868767741,2.3683164713589053
PR,2010,11,1817.0,945.0885293891071,1586.4803504703002,21.29067026194145,35.3,4.2,68.69753709890452,2.3506278406902394
PR,2010,12,4256.8,944.3196859903381,1318.25461083401,22.368435635123614,36.3,6.8,81.4924648601652,2.467369991474851
PR,2011,1,4012.6,944.6654145444256,1474.3276024493641,23.722743350311262,36.2,11.8,80.98856897906694,1.8532682512733445
PR,2011,2,3974.2,946.8254170755644,1353.2484719638587,23.443587227296746,36.4,13.3,83.09443647618329,2.015414810900581
PR,2011,3,2522.2,946.2906098477089,1274.379977530895,22.22665437410367,34.9,9.9,78.60697944410299,2.708626459941261
PR,2011,4,1560.0,943.0252291510143,1246.306185114783,20.410563486100674,33.9,6.8,78.85582268970698,2.0199263379434758
PR,2011,5,446.40000000000003,947.0909334524341,1201.1451612903227,16.740375167485485,31.5,0.0,77.81426657308748,2.03176162827793
PR,2011,6,2387.6,947.619573926868,1054.0754634994207,14.716955421452209,30.6,-5.7,77.19601350473964,2.135847376788553
PR,2011,7,3091.0,949.3854365754679,982.9710990690565,16.378431501015527,33.5,-3.0,75.54580602883355,2.002539765660797
PR,2011,8,3166.2,949.1113410319738,1104.230253646997,17.1724384220012,36.5,-2.6,72.70300400534046,2.544830118149656
PR,2011,9,1214.6,949.5202820355611,1418.7619217081851,18.490134886572655,38.9,-0.7,67.85418072510889,2.602293071735132
PR,2011,10,4434.2,944.8992737792997,1377.9534707158352,20.468914211489636,37.0,4.6,73.86412754650132,2.5408750073802917
PR,2011,11,2390.2,944.9387805914861,1620.146435867111,20.898481812109065,37.0,4.9,70.43708853750077,2.549128560150604
PR,2011,12,2029.8,942.858560721396,1622.0498436081123,22.60636491392435,39.0,6.0,68.33366977379326,2.16013584728891
PR,2012,1,3678.6,943.1759353953605,1593.5636734255982,22.652076577700175,37.0,7.9,74.95891189093663,2.328626668329799
PR,2012,2,3067.8,944.409500159185,1614.6372977441833,24.17074816937281,39.5,9.5,72.90069494057283,1.9769979474276633
PR,2012,3,1610.6,944.9000603063563,1648.7616758241759,22.340972138463393,36.8,3.1,69.94901315789474,2.045134196400379
PR,2012,4,4248.4,945.0471307619944,1200.5103233830846,20.255823142050797,34.3,2.7,78.52766282549182,1.9104381527951126
PR,2012,5,2065.4,949.6987272405869,1129.0600025533001,17.39714807612987,32.2,-0.3,79.82843373493976,2.2630615640599
PR,2012,6,4475.0,950.8565857488712,855.57621532546,16.17155849254122,31.8,-1.3,84.83138011857163,1.8387717249433262
PR,2012,7,1728.8,949.2135699988225,1022.3096478174604,15.708948545861299,32.3,-1.3,77.80498123100757,1.9411033123999508
PR,2012,8,213.20000000000002,951.4583362686392,1378.3584950029394,19.020335798990256,32.8,3.3,67.91130321511042,2.5976554348493215
PR,2012,9,1489.6,948.3055173672365,1458.0582502266545,20.216959669079625,39.4,-2.4,63.46591879039141,2.7003117643316155
PR,2012,10,3138.8,944.8824900445069,1323.7288623739971,22.044380673499266,40.8,5.1,71.17155688622755,2.5500912519771264
PR,2012,11,2065.0,943.6147727272727,1538.7558078966558,22.418692738117198,37.3,8.0,72.13446264581782,2.4881312200516037
PR,2012,12,4115.6,943.281189291637,1433.9761789013126,24.263788201847902,40.2,13.6,78.6336011599106,2.0396825396825395
PR,2013,1,2947.4,944.4765416516408,1560.9751106738809,22.54335256641423,37.6,8.6,76.56154918479908,2.3456119259437362
PR,2013,2,4731.2,944.2027526061185,1358.8232917409389,22.763605395830496,36.0,11.8,81.52675550645584,1.9427120954003407
PR,2013,3,4445.2,944.7406561436088,1182.847622164049,21.523894299361082,37.3,6.3,81.1885907299681,2.0663695450324977
PR,2013,4,2087.4,945.0466329211251,1320.6858242303872,19.57616666666667,35.8,2.1,77.40916129032259,1.855062804409126
PR,2013,5,2594.8,944.5749582844077,1013.6883823338945,17.75609394313968,35.9,-1.5,79.01812088866824,1.6648578491965391
PR,2013,6,6031.8,944.4433353377431,785.7091252190322,16.404071672126765,30.5,2.9,86.77216543061402,1.5264065214486169
PR,2013,7,1581.0,946.0927037229889,1147.9191023687492,15.279386878417078,39.1,-4.5,77.06170268159333,1.8415478747640435
PR,2013,8,807.8,946.3918171486298,1304.9472126295018,16.37954918550322,34.4,-3.9,67.79183776612547,2.321021685528229
PR,2013,9,3090.2,946.130403168214,1266.448945942763,18.793027332337857,37.1,1.5,68.96063145585656,2.2857124301857383
PR,2013,10,2960.2,946.3642045454545,1450.6466646045983,20.298518041237113,37.1,4.0,72.39244288224955,2.3508727741330833
PR,2013,11,2397.2,944.3408883480378,1522.5285508142651,22.06869485853362,38.4,6.7,72.77371463340432,2.7319318527532706
PR,2013,12,2180.0,942.1404135787712,1596.0945230532293,23.728597896246715,38.3,11.3,74.16322017690652,2.1008426966292135
PR,2014,1,3829.2,945.4087967155709,1589.4862837971186,24.18105415685564,37.7,11.1,76.69546579725895,1.7253275372818933
PR,2014,2,2833.2,944.5720934918396,1576.6340805069829,24.448418295385856,40.0,11.3,71.70071865135334,2.2188192625428167
PR,2014,3,4294.4,946.8969499316685,1343.1994459833795,22.355882718350106,36.1,8.2,78.73276183376817,1.8370588966202783
PR,2014,4,2384.6,949.6362500830509,1164.595715359559,20.624016741961203,35.9,3.9,81.3009566834972,1.8332602339181288
PR,2014,5,2396.2,949.3117410180582,1021.1907715207144,17.626181337695844,31.4,4.3,81.7271462890378,1.7264518970615994
PR,2014,6,3857.2,948.830183312263,921.167673133753,17.03059559939302,31.3,-1.2,82.02528268326769,1.9267383059418457
PR,2014,7,1823.6,952.4285052868673,1080.4446567316265,16.08090471125571,31.9,-0.7,77.74288217257994,2.1258823529411766
PR,2014,8,1132.6,950.8979612257662,1339.4183110675328,18.3446925627072,35.2,-1.1,68.26413322481687,1.992763775095378
PR,2014,9,4022.6,949.3256643784408,1212.131862745098,20.21766465030925,36.0,3.4,73.92492860057119,2.61008020663404
PR,2014,10,1089.6,948.159288562173,1591.2046314851925,22.67831422875654,40.1,7.7,65.33873379860418,2.3229005731373036
PR,2014,11,2624.8,944.9859055410933,1450.3052866716307,22.275212192553127,35.7,4.7,74.34615861214374,1.9642038768811545
PR,2014,12,3264.2,943.8894611145132,1395.033775633293,23.224023270055113,38.3,8.8,77.94396815676669,2.0346295162278016
PR,2015,1,2450.6,942.6109230980877,1603.6553200834524,24.383367725959555,39.2,13.6,76.01643967533361,1.712764054221427
PR,2015,2,3136.4,940.2333176063537,1435.9135480505934,23.124345364472752,37.8,12.1,80.91098529527405,1.5448910563989617
PR,2015,3,2700.6,941.8462919808088,1364.9067159728022,22.376038382453736,35.1,9.3,79.56570919311716,1.5332579340599082
PR,2015,4,1249.4,942.2214893299508,1243.01613340564,20.651774969915763,33.3,5.5,77.88146811070999,1.6679232606748282
PR,2015,5,2329.4,947.6764361630567,946.7065274151436,17.808005930318753,31.3,3.8,83.1109534428002,1.8122443487621098
PR,2015,6,1476.8,951.256261478811,1017.1390160183066,17.1104686756003,32.5,-0.8,79.75479918311777,1.947974353554569
PR,2015,7,3717.2,949.4452660628361,889.7768691588785,16.38061708300899,31.7,0.4,82.96150035385705,1.9502233139794551
PR,2015,8,760.8000000000001,948.7078768876376,1347.4866310160428,19.6416368057333,36.0,3.1,66.45312,2.164646600376243
PR,2015,9,2980.0,945.7666264171195,1260.0248921749846,20.682665861675723,39.5,-1.5,71.31653131082624,1.9595560253699789
PR,2015,10,4111.2,946.1349178545541,1205.396370582617,21.758034359254538,37.9,7.4,78.897186015349,2.2825151821862346
PR,2015,11,5959.0,944.1475034072606,1042.2464878671776,21.668077066038904,37.9,6.6,84.92512769403264,2.0564712748022305
PR,2015,12,4982.4,943.7815834767642,1171.6145865434,22.957935824932385,36.9,12.7,84.50822725861534,1.8462281775430007
PR,2016,1,3801.2,944.5253289689034,1415.2609084806445,23.856327332242227,39.5,10.5,77.70315900547385,2.114897425306347
PR,2016,2,4652.6,948.8036825799184,1253.7496888225044,24.237100408393182,38.5,14.7,83.00948915525115,1.6387161261661485
PR,2016,3,2390.4,947.9057404376554,1329.6860131019423,22.342919895064362,38.4,8.3,77.95116707616708,1.6950352358580407
PR,2016,4,1584.8,945.1074557315936,1281.2856203995793,22.693034146341464,36.7,-0.5,72.17505427274521,1.5777626016260162
PR,2016,5,3169.6,943.7248163950478,790.0932935916543,16.120161977834613,32.1,-2.2,83.8215295396883,1.5267916451398627
PR,2016,6,1709.6,948.6479938271605,925.1978096268253,13.65898591897233,29.8,-7.1,78.99899390052191,1.4592039800995025
PR,2016,7,1208.2,946.3665308773174,1105.336269225713,15.851701898960945,33.2,-4.3,72.47437677310316,1.6761563638609276
PR,2016,8,2905.6,945.3143359100493,1129.7433995473975,17.025602505913188,34.4,-2.3,73.5849522448184,1.8333984901590725
PR,2016,9,1161.2,945.4896697000338,1479.9561617662669,17.87132984999157,36.9,-1.0,67.13912401295234,1.9136798825256975
PR,2016,10,3740.6,942.2071733516049,1326.3714795343597,20.078520978283787,37.8,0.4,74.23464465644764,2.3078277670438863
PR,2016,11,2161.4,940.3967388183959,1559.421783553219,21.538746405980447,37.4,2.0,70.54457578757352,2.2404624970045535
PR,2016,12,4527.6,941.5617551286225,1361.908165120931,22.60331740688457,39.9,6.1,78.66575041231445,2.0511942675159234
PR,2017,1,5144.8,942.9069537668474,1456.150833937636,23.43131177481736,36.6,9.5,80.52610047455408,1.7923481373755452
PR,2017,2,3264.4,944.7167007371615,1537.6287560581584,24.233054574738276,37.3,11.1,76.92995229726337,1.7980910518053375
PR,2017,3,2566.0,947.2435470731991,1305.6864620559177,22.644383003492432,36.4,9.4,78.49221294486884,1.9911433078226326
PR,2017,4,2595.6,944.0172173296295,1155.2721986132856,19.601276746660364,33.7,-0.5,79.24349341828454,2.2772926550957897
PR,2017,5,5021.8,943.3801705872767,919.0315488622623,18.767534090291736,32.3,4.2,84.68421639088528,2.0937489808120886
PR,2017,6,2809.6,944.7533218547765,984.6060075093867,16.392026361099568,31.9,-0.6,80.38901393028773,2.1477857142857144
PR,2017,7,128.6,950.4298172169811,1275.0722967839959,16.03946111667944,31.6,-5.2,68.88084672583354,2.437753537735849
PR,2017,8,2653.6,947.9485874451906,1206.9769533445756,18.22344452461564,35.1,-2.0,70.68375826785008,2.6405357142857144
PR,2017,9,787.0,946.8194502916942,1471.3023683605427,22.10193059481566,37.4,5.1,60.407375747954575,2.5828581739444245
PR,2017,10,6421.0,943.918485471089,1256.9495807239146,20.61049603756971,38.7,0.6,75.3278678606002,2.7231488360574545
PR,2017,11,4184.6,940.8735299111438,1477.2529126213592,20.939220014716703,37.7,2.6,72.29457946083242,2.256922267064397
PR,2017,12,5683.6,940.2289541690839,1300.8559902836819,22.865265545066187,36.7,8.9,77.81153908839029,1.969872881355932
PR,2018,1,6024.2,940.3323272166009,1222.8372623574144,22.47469350516052,38.4,9.2,82.42807687716366,1.9979892842092588
PR,2018,2,2724.2,937.8553065395096,1374.4989369241673,21.99449553784318,36.4,6.6,75.85891823188815,2.085747947161728
PR,2018,3,4377.0,939.2039296187684,1208.6849689702324,23.218729469732523,35.9,10.0,80.84720765195927,1.6599521560448998
PR,2018,4,592.4,943.3178006556623,1307.4329964850615,21.42546730315753,35.1,7.3,72.33008504606661,1.8037203720372037
PR,2018,5,1129.2,944.0202887241514,1090.624348810872,18.259398538191153,34.1,-3.1,73.50904169546187,1.9664980227959992
PR,2018,6,2088.6,944.313383793933,768.0846725833533,16.164489819867395,33.1,-1.9,79.8301007086908,1.634742388041414
PR,2018,7,219.6,942.6727368606082,1057.1106709878766,17.339323801711007,33.9,-1.7,68.78166707109925,1.6874349077988116
PR,2018,8,2152.8,942.8664128445782,1067.6975856260528,15.469706628888495,35.2,-3.4,73.63611076770924,1.9302132921174653
PR,2018,9,3238.2,939.0527530625402,1162.233909483739,18.909741307012453,36.6,0.6,73.34495752260894,2.045379515627114
PR,2018,10,5534.8,937.7653689167975,1050.7061237373737,20.150056518462698,35.0,6.4,79.66418560987059,2.181181590399578
PR,2018,11,2432.2,939.0189181093872,1391.4020926756352,21.990211465883903,36.7,9.1,73.69762139511954,2.4689494418910045
PR,2018,12,1968.4,939.7069776385913,1589.5376712328766,23.698445368951173,38.3,4.5,69.20909402099498,1.8933535261172707
PR,2019,1,4274.6,940.9655976992783,1526.020765434398,24.754685549948448,39.4,13.9,75.52093346458973,1.8823786465099799
PR,2019,2,4461.6,939.3331513404086,1360.911471045041,23.06465930018416,44.7,11.0,76.96646321454355,1.8782981000802783
PR,2019,3,3250.0,940.8245456119092,1328.8168284789645,22.268087072001848,35.9,7.6,78.63804401582591,1.7704456508016666
PR,2019,4,2754.6,942.7058607610425,1109.4988558352402,21.339535026001837,35.1,5.6,79.9057661505606,1.3920088566827697
PR,2019,5,4169.6,941.1044822774212,894.5872940052543,19.075364260592867,33.9,4.6,82.81181015452539,1.7005279126213593
PR,2019,6,1241.0,943.7857394366197,1087.2433794083452,17.859610247693055,32.4,0.8,76.3067659436711,1.782979939055358
PR,2019,7,816.6,944.1653484582603,1138.9033196667108,15.926737699780633,32.3,-7.1,71.11628063560464,1.97295378344619
PR,2019,8,597.0,947.9269748104671,1229.6260364842453,17.737423575446318,37.9,-4.1,65.06479791395046,2.441611684068926
PR,2019,9,1500.4,945.237287927972,1190.046939664561,20.934360262142462,39.1,5.8,66.32569806587894,2.425959628324255
PR,2019,10,2095.2,943.6189884973526,1412.6271651880018,23.322585356947236,40.3,9.8,64.93568356575003,2.374137821125773
PR,2019,11,3083.2,940.7427934885931,1439.723887909073,23.134297766159698,39.0,8.8,70.31657135753356,2.3876177739955016
PR,2019,12,4863.0,939.3498763440859,1357.369590643275,22.59744609925265,37.6,5.2,76.26321025867787,1.965623605533244
PR,2020,1,3586.6,939.4270311898345,1308.2732135028496,23.417745750591344,38.5,9.4,78.07998862990335,1.8528493543758968
PR,2020,2,3019.0,942.2368219374926,1390.6175900418325,23.17578733085858,38.3,6.2,75.16392330929042,2.0075879742483904
PR,2020,3,1015.0,943.4639101953977,1541.717552775606,22.923408543754547,37.8,7.6,66.8676093277838,1.988797942001871
PR,2020,4,866.8,944.1377990139388,1406.42144,19.791088928114917,37.0,-1.7,66.45166697709071,1.838616384252771
PR,2020,5,2121.4,944.2441742151632,1129.9450295104734,16.600465318277703,32.9,-2.1,69.24520582971107,1.7449267816465994
PR,2020,6,3000.8,944.7076109407272,808.2261580381471,17.830437503911874,33.7,0.4,78.91333594566353,1.9678646379853095
PR,2020,7,733.4,944.8305746846244,1005.8437427173153,16.501919678225363,32.7,-4.1,72.79898838516299,1.8950772570552932
PR,2020,8,2871.6,945.1177623466805,1132.6452301850973,17.36533194886106,36.7,-5.7,68.78810433849661,2.037442063545375
PR,2020,9,510.0,941.1315018315019,1334.871387871388,21.501379562043798,40.7,4.9,64.53057863612545,2.092572847440298
PR,2020,10,1413.8,937.4956221017056,1473.8196809223757,21.991666666666664,42.9,3.6,66.26963957484216,2.0886937431394075
PR,2020,11,1496.8,938.4477195809831,1660.3782110393888,21.909266720386785,39.0,4.9,64.8862618218019,2.056154776299879
PR,2020,12,2638.0,934.3985960378983,1447.874982995511,22.655081826012058,37.4,8.9,76.86205059920107,1.8148716181285542
PR,2021,1,4137.8,931.1040241267555,1161.4725056689342,22.363048956083514,38.2,10.7,83.37362425178605,1.8716444927142728
PR,2021,2,1037.2,933.5590894551657,1640.096489648965,22.276713935387566,39.4,5.6,72.73402360276108,1.789001493492639
PR,2021,3,1695.2,932.9840689503733,1349.5147417840376,22.441820377689943,36.7,6.4,76.66846045858681,1.6626511321169486
PR,2021,4,240.4,935.6435960018596,1303.6422404716782,19.133856345885636,35.0,-1.5,72.43221980150085,1.7543710764938387
RS,2000,9,51.8,1015.3584905660377,1558.982905982906,15.814150943396227,27.2,6.9,71.36792452830188,1.812735849056604
RS,2000,10,138.8,1010.1597439544809,1144.1133004926107,19.276386913229018,32.0,9.9,78.9701280227596,2.317211948790896
RS,2000,11,137.6,1007.3965277777778,1504.2232558139535,21.075833333333335,36.2,10.7,71.50555555555556,2.2152777777777777
RS,2000,12,73.6,1005.1352150537634,1519.357142857143,23.575,35.7,13.2,70.83602150537635,1.8266129032258065
RS,2001,1,162.8,1006.4574750830565,1407.745308310992,25.29435215946844,35.6,16.8,73.24916943521595,1.7656146179401995
RS,2001,2,95.0,1006.558630952381,1374.7116883116882,25.69107142857143,34.7,20.0,76.42410714285714,1.9165178571428574
RS,2001,3,123.2,1007.5456021650879,1298.66,24.980243572395132,34.8,16.1,76.42219215155616,1.6239512855209741
RS,2001,4,275.6,1010.3552924791086,915.6260162601626,21.035605006954103,30.9,11.7,81.15020862308762,1.4552155771905424
RS,2001,5,36.2,1010.8939306358382,711.0127388535032,16.664841498559078,27.7,10.6,82.86455331412104,1.6386167146974064
RS,2001,6,105.8,1014.1504553734062,715.0279069767441,15.617028985507247,28.1,2.9,80.42572463768116,1.651361161524501
RS,2001,7,167.6,1013.8624758220503,793.4767932489451,14.390944123314064,30.4,2.6,78.47013487475915,1.5314065510597301
RS,2001,8,23.2,1014.8906630581866,1012.8181818181819,18.75808625336927,30.9,9.2,74.22371967654986,1.3900269541778978
RS,2001,9,111.6,1012.2969984202211,1027.6540697674418,17.702201257861635,28.8,7.2,76.09905660377359,2.25314465408805
RS,2001,10,49.0,1007.9343618513324,1236.520190023753,21.250698324022345,35.9,12.0,71.50558659217877,2.122097902097902
RS,2001,11,174.79999999999998,1004.5585777777777,1427.0439238653003,20.96938775510204,35.5,11.3,72.99822537710736,2.4937888198757765
RS,2001,12,269.8,989.8323611890073,1663.3480786416444,22.200924110893308,36.2,7.6,70.74096891626995,2.723822869955157
RS,2002,1,678.4,988.30432770822,1584.953921134249,23.79646547036433,36.3,10.9,69.8295269168026,2.664753875441936
RS,2002,2,268.4,990.8772903225806,1624.5164162493045,22.91131892937762,35.3,13.0,71.27088036117381,2.384746855852951
RS,2002,3,942.8,989.2212020953956,1175.2302371541502,24.566574813998347,38.0,12.2,77.68999724441996,2.6009371554575527
RS,2002,4,713.0,990.9296520423601,979.3645655877342,19.592563482466748,33.1,5.5,78.87545344619105,2.3915254237288135
RS,2002,5,658.0,992.6463717837524,860.9749124854143,18.019872905834777,32.5,6.6,80.22848064702484,2.0983241837619184
RS,2002,6,601.0,995.4020408163265,702.1634615384615,13.90798755186722,30.3,-1.4,79.29011065006915,2.400594985125372
RS,2002,7,499.8,995.7859866220737,706.8933508887426,13.409358288770054,29.9,2.1,80.96858288770053,1.8440514469453375
RS,2002,8,497.0,995.7313901345292,842.2676553672317,16.152594251586414,33.7,3.3,78.30795072788354,1.8893390191897657
RS,2002,9,820.6,993.56875,1089.349477160154,15.23666563179137,31.7,-0.1,75.14906832298136,2.110405257393209
RS,2002,10,893.8000000000001,989.4612263575351,1008.2274832732887,19.723332318001827,33.7,4.1,81.0173621687481,2.4166152263374485
RS,2002,11,461.0,992.2557666214383,1383.935170178282,21.14220867208672,33.9,8.0,72.36517615176152,2.493186582809224
RS,2002,12,874.6,990.9056979096425,1428.98070907195,22.778950907868193,35.0,10.2,74.14261688530104,2.469259431765254
RS,2003,1,268.0,992.9817004317503,1757.834862385321,24.353649635036493,36.5,13.0,69.70404777704047,2.137603305785124
RS,2003,2,1056.4,989.2490787269682,1449.4179104477612,24.37289156626506,38.0,13.0,75.1044526280549,1.6609442060085837
RS,2003,3,486.0,993.88448630137,1355.4964720974983,22.452480328429697,34.8,8.0,78.60383167978105,1.7289187460012798
RS,2003,4,693.6,994.0977324263039,1061.4529658478132,18.94299125930722,31.3,4.6,76.23340887018452,1.6934031413612567
RS,2003,5,278.2,993.9989390724462,978.1295273173727,16.37489400363416,30.7,3.9,75.43700787401575,1.9285714285714286
RS,2003,6,505.6,997.3194987099151,591.1672401927048,15.385935198821796,27.7,0.8,84.74116347569955,1.954019607843137
RS,2003,7,380.8,999.3885794743429,726.2603795966785,13.326641651031894,30.4,-0.5,78.7479674796748,2.1065136935603257
RS,2003,8,277.6,1006.2166725663717,1008.7988865692415,12.742382467302933,33.3,2.0,74.75857193354543,2.390201729106628
RS,2003,9,292.2,1004.2182692307694,1180.1818181818182,14.851939416328037,34.5,2.4,73.99889176209827,2.6098466505246165
RS,2003,10,541.6,1001.1701946902655,1492.4668304668305,18.796399576420754,35.8,3.0,71.90328273914578,1.8839097744360902
RS,2003,11,498.0,996.4401876465989,1563.5948881789138,20.442656797818465,38.6,3.2,70.45929100116868,1.9892424242424245
RS,2003,12,1026.0,989.7308304498271,1556.1778378378378,21.01542185338866,32.5,9.5,70.15536332179931,3.274321503131524
RS,2004,1,272.6,989.1836474501109,1705.5840108401085,23.711914657799944,35.8,9.8,71.19562205597119,3.236529933481153
RS,2004,2,321.8,992.9288310874334,1739.385450597177,22.6683255086072,34.2,11.3,68.6794992175274,2.988544600938967
RS,2004,3,247.0,996.5399217221135,1492.796803652968,22.34231270358306,35.2,11.0,70.17459283387622,2.9954397394136807
RS,2004,4,430.2,994.8607750814922,1176.536327608983,21.455081374321882,35.2,4.3,73.87110789283128,2.7946835443037976
RS,2004,5,221.8,999.1799389002036,861.0115062761506,13.978105906313646,25.7,1.9,83.33401221995926,2.2330957230142565
RS,2004,6,262.6,1001.1410802775025,674.8039961941008,14.768301139177812,29.5,-0.2,81.962852897474,2.035431119920714
RS,2004,7,276.8,1001.7986181483186,913.5014548981571,12.601658222017504,28.9,-1.5,75.07600184246891,2.404652233993551
RS,2004,8,167.0,1001.5694698354662,1026.331238779174,14.647214611872148,30.8,0.5,73.65570776255707,2.1762557077625573
RS,2004,9,340.4,998.1416666666668,965.930174563591,17.445813282001925,36.7,2.1,74.76082771896054,2.882233991333654
RS,2004,10,319.6,996.6294699011681,1637.919621749409,17.765992812219228,33.5,5.2,68.33018867924528,2.4262803234501344
RS,2004,11,419.8,994.3390220517737,1474.2564909520063,19.951842987075157,35.1,5.0,74.39990421455938,2.3618956438487313
RS,2004,12,172.6,994.5602293577981,1747.9126284875183,22.661950549450548,37.0,11.1,65.60531135531136,2.7517399267399267
RS,2005,1,163.20000000000002,991.9272637795275,1757.0024330900244,25.2960235640648,39.4,11.0,63.44526264113893,2.555964653902798
RS,2005,2,111.6,994.6552346570397,1457.2617987533392,23.674974253347067,34.4,12.4,69.57672502574665,2.5066975785677488
RS,2005,3,291.2,995.6820619509939,1361.6839464882944,22.847739852398526,38.3,10.1,68.10654981549816,2.554566420664207
RS,2005,4,376.40000000000003,998.2310405643739,937.4673097534834,18.56216216216216,35.4,4.3,79.09635722679201,2.2543529411764704
RS,2005,5,437.0,996.043350515464,798.1282051282051,17.216074188562597,31.2,3.3,79.61772282328697,2.398145285935085
RS,2005,6,486.2,996.4837587747288,670.3368010403121,17.195245692405873,29.9,1.5,82.9115219544404,2.5754626675175496
RS,2005,7,271.0,997.0694579868082,869.8517673888256,13.55704043590479,31.9,-0.2,77.71800501882058,2.9028391167192433
RS,2005,8,581.6,994.5507006726457,879.0053361792956,15.628251121076232,31.1,0.7,72.1133754305396,3.4544843049327354
RS,2005,9,975.0,996.2072140054331,989.0960743801653,13.967944461213403,30.0,1.7,77.04618170842137,3.5216208043544
RS,2005,10,959.0,992.3844424460432,1111.8049731838128,17.808663069544362,33.5,5.0,76.50014992503748,3.3533453345334534
RS,2005,11,392.4,989.9337481910276,1670.9212897107634,21.530593342981184,37.4,7.9,63.83820549927641,3.208712011577424
RS,2005,12,485.0,989.4430913978495,1684.3863928112964,22.074105942457653,35.5,8.2,63.05295698924731,3.323951612903226
RS,2006,1,650.8,989.4565053763441,1521.87358326068,24.32922828717397,38.7,11.6,70.62093023255814,2.91002688172043
RS,2006,2,340.8,988.5005732484076,1562.93726132024,23.461273885350316,35.8,12.7,70.17958097771866,2.9012101910828023
RS,2006,3,518.4,989.7041474654378,1392.4746180384425,22.59325020330713,37.7,9.6,70.81593927893738,2.883943585570925
RS,2006,4,368.4,991.7930542635659,1143.0543677458766,19.12995348837209,32.0,6.5,72.03871576959396,2.485178294573643
RS,2006,5,317.6,996.5214285714285,852.5095846645368,14.596141363144609,28.6,0.5,78.26813186813187,2.6921155347384853
RS,2006,6,594.0,998.1651470918483,763.9253938832252,14.818077700426677,30.9,2.2,79.69121940264989,2.9875140354816976
RS,2006,7,732.2,993.8237320944638,759.2000766577232,15.953174603174604,31.5,-0.5,79.32574708094201,3.078175832687839
RS,2006,8,755.8,992.9407114624506,998.9657955418909,13.985217391304348,32.3,-0.9,74.48556430446195,3.14717654051912
RS,2006,9,789.8,993.7135962330783,1223.5990975355778,14.80996664704728,32.3,0.0,74.16029036688248,3.389423076923077
RS,2006,10,1335.6,992.0995212765957,1462.500929800093,19.788218085106383,35.2,4.8,73.60500066498204,3.5700797872340426
RS,2006,11,1866.4,986.0853577165451,1484.1590318063613,20.125676510564688,36.1,3.4,71.98477345877693,3.743215083105929
RS,2006,12,1528.4,972.5657844630617,1688.290961305925,23.676513709063215,38.7,8.1,71.9251765604123,3.0548690591658585
RS,2007,1,2152.4,974.412170927127,1538.5870290302655,23.233124761541394,37.1,8.1,76.21227855833843,2.8938516301270125
RS,2007,2,2800.2,976.188673526362,1567.412904974922,23.102759830900535,37.4,9.9,75.50757817485642,3.206793935991016
RS,2007,3,3884.6,974.0173123650108,1229.5800121876905,22.65500809935205,37.6,10.9,81.72543196544277,2.8285203274403243
RS,2007,4,2193.8,976.2201878260869,1139.4983277591973,19.975617391304347,34.2,3.1,80.50991994430909,2.7706063146130204
RS,2007,5,3020.2,978.1062568157034,897.4005305039788,13.052869411123229,31.5,-4.5,81.91702011219046,2.8454501981144964
RS,2007,6,2427.8,976.0561415731903,687.5785123966942,13.417154403567448,30.2,-0.4,79.57314913212895,2.83361562150056
RS,2007,7,2955.8,977.9689618853268,855.759193822798,10.709183068922389,30.6,-4.6,77.73168642951252,3.1124116638078902
RS,2007,8,2971.0,980.3082045688664,829.5514988918699,12.57158092468036,32.6,-2.4,80.42205586311022,3.739647687952186
RS,2007,9,3746.2,979.3236618495317,1081.955001654351,17.94351547478757,35.7,0.0,76.51506273485765,3.5125911330049258
RS,2007,10,4070.6,976.8968376465128,1155.3460536858975,19.431058495821727,34.2,5.1,78.62140204271124,3.485282369569225
RS,2007,11,2382.8,976.0578309450161,1708.787520729685,19.376283062937947,35.3,2.3,68.80334595959596,3.0727935120065895
RS,2007,12,2882.2,974.3013091641491,1698.352916314455,22.820193989505484,38.2,5.2,68.28594901150156,3.0417395452377165
RS,2008,1,2232.4,974.2496870326262,1677.963537414966,23.23542347532266,39.7,8.7,70.26100925054007,3.2361143426956955
